type,value,context,score,reason
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3871103119\ImpressionTime,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3871103119\FlightId,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3871103119\EnabledStateOptions,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3871103119\EnabledState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3871103119\,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3871103119,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3869929615\VariantPayloadKind,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3869929615\VariantPayload,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3869929615\Variant,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3869929615\Safeguard,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3869929615\RolloutType,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3869929615\RolloutState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3869929615\ImpressionTime,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3869929615\FlightId,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3869929615\EnabledStateOptions,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3869929615\EnabledState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3869929615\,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3869929615,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3836623502\VariantPayloadKind,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3836623502\VariantPayload,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3836623502\Variant,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3836623502\Safeguard,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3836623502\RolloutType,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3836623502\RolloutState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3836623502\ImpressionTime,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3836623502\FlightId,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3836623502\EnabledStateOptions,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3836623502\EnabledState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3836623502\,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3836623502,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3812127374\VariantPayloadKind,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3812127374\VariantPayload,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3812127374\Variant,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3812127374\Safeguard,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3812127374\RolloutType,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3812127374\RolloutState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3812127374\ImpressionTime,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3812127374\FlightId,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3812127374\EnabledStateOptions,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3812127374\EnabledState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3812127374\,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3812127374,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3800460942\VariantPayloadKind,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3800460942\VariantPayload,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3800460942\Variant,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3800460942\Safeguard,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3800460942\RolloutType,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3800460942\RolloutState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3800460942\ImpressionTime,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3800460942\FlightId,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3800460942\EnabledStateOptions,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3800460942\EnabledState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3800460942\,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3800460942,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3791021198\VariantPayloadKind,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3791021198\VariantPayload,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3791021198\Variant,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3791021198\Safeguard,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3791021198\RolloutType,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3791021198\RolloutState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3791021198\ImpressionTime,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3791021198\FlightId,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3791021198\EnabledStateOptions,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3791021198\EnabledState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3791021198\,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3791021198,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3774368910\VariantPayloadKind,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3774368910\VariantPayload,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3774368910\Variant,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3774368910\Safeguard,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3774368910\RolloutType,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3774368910\RolloutState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3774368910\ImpressionTime,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3774368910\FlightId,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3774368910\EnabledStateOptions,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3774368910\EnabledState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3774368910\,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3774368910,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3768074895\VariantPayloadKind,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3768074895\VariantPayload,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3768074895\Variant,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3768074895\Safeguard,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3768074895\RolloutType,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3768074895\RolloutState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3768074895\ImpressionTime,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3768074895\FlightId,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3768074895\EnabledStateOptions,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3768074895\EnabledState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3768074895\,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3768074895,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3754846350\VariantPayloadKind,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3754846350\VariantPayload,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3754846350\Variant,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3754846350\Safeguard,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3754846350\RolloutType,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3754846350\RolloutState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3754846350\ImpressionTime,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3754846350\FlightId,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3754846350\EnabledStateOptions,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3754846350\EnabledState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3754846350\,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3754846350,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3728891534\VariantPayloadKind,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3728891534\VariantPayload,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3728891534\Variant,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3728891534\Safeguard,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3728891534\RolloutType,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3728891534\RolloutState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3728891534\ImpressionTime,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3728891534\FlightId,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3728891534\EnabledStateOptions,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3728891534\EnabledState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3728891534\,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3728891534,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3724965006\VariantPayloadKind,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3724965006\VariantPayload,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3724965006\Variant,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3724965006\Safeguard,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3724965006\RolloutType,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3724965006\RolloutState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3724965006\ImpressionTime,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3724965006\FlightId,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3724965006\EnabledStateOptions,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3724965006\EnabledState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3724965006\,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3724965006,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3713695374\VariantPayloadKind,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3713695374\VariantPayload,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3713695374\Variant,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3713695374\Safeguard,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3713695374\RolloutType,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3713695374\RolloutState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3713695374\ImpressionTime,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3713695374\FlightId,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3713695374\EnabledStateOptions,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3713695374\EnabledState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3713695374\,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3713695374,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3697833103\VariantPayloadKind,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3697833103\VariantPayload,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3697833103\Variant,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3697833103\Safeguard,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3697833103\RolloutType,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3697833103\RolloutState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3697833103\ImpressionTime,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3697833103\FlightId,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3697833103\EnabledStateOptions,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3697833103\EnabledState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3697833103\,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3697833103,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3694808719\VariantPayloadKind,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3694808719\VariantPayload,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3694808719\Variant,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3694808719\Safeguard,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3694808719\RolloutType,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3694808719\RolloutState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3694808719\ImpressionTime,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3694808719\FlightId,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3694808719\EnabledStateOptions,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3694808719\EnabledState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3694808719\,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3694808719,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3683102348\VariantPayloadKind,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3683102348\VariantPayload,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3683102348\Variant,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3683102348\Safeguard,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3683102348\RolloutType,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3683102348\RolloutState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3683102348\ImpressionTime,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3683102348\FlightId,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3683102348\EnabledStateOptions,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3683102348\EnabledState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3683102348\,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3683102348,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3591527566\VariantPayloadKind,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3591527566\VariantPayload,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3591527566\Variant,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3591527566\Safeguard,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3591527566\RolloutType,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3591527566\RolloutState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3591527566\ImpressionTime,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3591527566\FlightId,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3591527566\EnabledStateOptions,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3591527566\EnabledState,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3591527566\,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3591527566,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3571604622\VariantPayloadKind,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3571604622\VariantPayload,registry,0,low_signal
regkey,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\FeatureManagement\Overrides\9\3571604622\Variant,registry,0,low_signal
